"","Channel 1 Ave. (C)"
"2025-08-11T11:07:18-04:00","26.240"
"2025-08-11T11:08:18-04:00","26.327"
"2025-08-11T11:09:18-04:00","26.439"
"2025-08-11T11:10:18-04:00","26.522"
"2025-08-11T11:11:18-04:00","26.629"
"2025-08-11T11:12:18-04:00","26.744"
"2025-08-11T11:13:18-04:00","26.855"
"2025-08-11T11:14:18-04:00","26.957"
"2025-08-11T11:15:18-04:00","27.073"
"2025-08-11T11:16:18-04:00","27.162"
"2025-08-11T11:17:18-04:00","27.261"
"2025-08-11T11:18:18-04:00","27.373"
"2025-08-11T11:19:18-04:00","27.469"
"2025-08-11T11:20:18-04:00","27.544"
"2025-08-11T11:21:18-04:00","27.646"
"2025-08-11T11:22:18-04:00","27.745"
"2025-08-11T11:23:18-04:00","27.860"
"2025-08-11T11:24:18-04:00","27.948"
"2025-08-11T11:25:18-04:00","28.047"
"2025-08-11T11:26:18-04:00","28.134"
"2025-08-11T11:27:18-04:00","28.223"
"2025-08-11T11:28:18-04:00","28.329"
"2025-08-11T11:29:18-04:00","28.439"
"2025-08-11T11:30:18-04:00","28.543"
"2025-08-11T11:31:18-04:00","28.646"
"2025-08-11T11:32:18-04:00","28.748"
"2025-08-11T11:33:18-04:00","28.843"
"2025-08-11T11:34:18-04:00","28.937"
"2025-08-11T11:35:18-04:00","29.035"
"2025-08-11T11:36:18-04:00","29.138"
"2025-08-11T11:37:18-04:00","29.227"
"2025-08-11T11:38:18-04:00","29.328"
"2025-08-11T11:39:18-04:00","29.418"
"2025-08-11T11:40:18-04:00","29.521"
"2025-08-11T11:41:18-04:00","29.613"
"2025-08-11T11:42:18-04:00","29.711"
"2025-08-11T11:43:18-04:00","29.818"
"2025-08-11T11:44:18-04:00","29.922"
"2025-08-11T11:45:18-04:00","30.032"
"2025-08-11T11:46:18-04:00","30.120"
"2025-08-11T11:47:18-04:00","30.228"
"2025-08-11T11:48:18-04:00","30.317"
"2025-08-11T11:49:18-04:00","30.409"
"2025-08-11T11:50:18-04:00","30.501"
"2025-08-11T11:51:18-04:00","30.598"
"2025-08-11T11:52:18-04:00","30.686"
"2025-08-11T11:53:18-04:00","30.781"
"2025-08-11T11:54:18-04:00","30.873"
"2025-08-11T11:55:18-04:00","30.982"
"2025-08-11T11:56:18-04:00","31.071"
"2025-08-11T11:57:18-04:00","31.178"
"2025-08-11T11:58:18-04:00","31.275"
"2025-08-11T11:59:18-04:00","31.390"
"2025-08-11T12:00:18-04:00","31.478"
"2025-08-11T12:01:18-04:00","31.581"
"2025-08-11T12:02:18-04:00","31.687"
"2025-08-11T12:03:18-04:00","31.789"
"2025-08-11T12:04:18-04:00","31.886"
"2025-08-11T12:05:18-04:00","31.982"
"2025-08-11T12:06:18-04:00","32.080"
"2025-08-11T12:07:18-04:00","32.209"
"2025-08-11T12:08:18-04:00","32.294"
"2025-08-11T12:09:18-04:00","32.392"
"2025-08-11T12:10:18-04:00","32.493"
"2025-08-11T12:11:18-04:00","32.603"
"2025-08-11T12:12:18-04:00","32.695"
"2025-08-11T12:13:18-04:00","32.800"
"2025-08-11T12:14:18-04:00","32.884"
"2025-08-11T12:15:18-04:00","32.987"
"2025-08-11T12:16:18-04:00","33.076"
"2025-08-11T12:17:18-04:00","33.175"
"2025-08-11T12:18:18-04:00","33.287"
"2025-08-11T12:19:18-04:00","33.363"
"2025-08-11T12:20:18-04:00","33.456"
"2025-08-11T12:21:18-04:00","33.549"
"2025-08-11T12:22:18-04:00","33.656"
"2025-08-11T12:23:18-04:00","33.765"
"2025-08-11T12:24:18-04:00","33.864"
"2025-08-11T12:25:18-04:00","33.961"
"2025-08-11T12:26:18-04:00","34.059"
"2025-08-11T12:27:18-04:00","34.175"
"2025-08-11T12:28:18-04:00","34.259"
"2025-08-11T12:29:18-04:00","34.346"
"2025-08-11T12:30:18-04:00","34.435"
"2025-08-11T12:31:18-04:00","34.539"
"2025-08-11T12:32:18-04:00","34.648"
"2025-08-11T12:33:18-04:00","34.746"
"2025-08-11T12:34:18-04:00","34.831"
"2025-08-11T12:35:18-04:00","34.930"
"2025-08-11T12:36:18-04:00","35.038"
"2025-08-11T12:37:18-04:00","35.108"
"2025-08-11T12:38:18-04:00","35.201"
"2025-08-11T12:39:18-04:00","35.317"
"2025-08-11T12:40:18-04:00","35.387"
"2025-08-11T12:41:18-04:00","35.481"
"2025-08-11T12:42:18-04:00","35.579"
"2025-08-11T12:43:18-04:00","35.661"
"2025-08-11T12:44:18-04:00","35.768"
"2025-08-11T12:45:18-04:00","35.846"
"2025-08-11T12:46:18-04:00","35.942"
"2025-08-11T12:47:18-04:00","36.040"
"2025-08-11T12:48:18-04:00","36.129"
"2025-08-11T12:49:18-04:00","36.228"
"2025-08-11T12:50:18-04:00","36.331"
"2025-08-11T12:51:18-04:00","36.421"
"2025-08-11T12:52:18-04:00","36.515"
"2025-08-11T12:53:18-04:00","36.620"
"2025-08-11T12:54:18-04:00","36.721"
"2025-08-11T12:55:18-04:00","36.801"
"2025-08-11T12:56:18-04:00","36.898"
"2025-08-11T12:57:18-04:00","36.990"
"2025-08-11T12:58:18-04:00","37.079"
"2025-08-11T12:59:18-04:00","37.178"
"2025-08-11T13:00:18-04:00","37.282"
"2025-08-11T13:01:18-04:00","37.379"
"2025-08-11T13:02:18-04:00","37.484"
"2025-08-11T13:03:18-04:00","37.576"
"2025-08-11T13:04:18-04:00","37.668"
"2025-08-11T13:05:18-04:00","37.749"
"2025-08-11T13:06:18-04:00","37.841"
"2025-08-11T13:07:18-04:00","37.956"
"2025-08-11T13:08:18-04:00","38.059"
"2025-08-11T13:09:18-04:00","38.157"
"2025-08-11T13:10:18-04:00","38.254"
"2025-08-11T13:11:18-04:00","38.358"
"2025-08-11T13:12:18-04:00","38.452"
"2025-08-11T13:13:18-04:00","38.566"
"2025-08-11T13:14:18-04:00","38.651"
"2025-08-11T13:15:18-04:00","38.771"
"2025-08-11T13:16:18-04:00","38.860"
"2025-08-11T13:17:18-04:00","38.948"
"2025-08-11T13:18:18-04:00","39.036"
"2025-08-11T13:19:18-04:00","39.156"
"2025-08-11T13:20:18-04:00","39.258"
"2025-08-11T13:21:18-04:00","39.346"
"2025-08-11T13:22:18-04:00","39.434"
"2025-08-11T13:23:18-04:00","39.543"
"2025-08-11T13:24:18-04:00","39.609"
"2025-08-11T13:25:18-04:00","39.708"
"2025-08-11T13:26:18-04:00","39.794"
"2025-08-11T13:27:18-04:00","39.898"
"2025-08-11T13:28:18-04:00","39.979"
"2025-08-11T13:29:18-04:00","40.099"
"2025-08-11T13:30:18-04:00","40.192"
"2025-08-11T13:31:18-04:00","40.275"
"2025-08-11T13:32:18-04:00","40.354"
"2025-08-11T13:33:18-04:00","40.454"
"2025-08-11T13:34:18-04:00","40.540"
"2025-08-11T13:35:18-04:00","40.641"
"2025-08-11T13:36:18-04:00","40.714"
"2025-08-11T13:37:18-04:00","40.819"
"2025-08-11T13:38:18-04:00","40.908"
"2025-08-11T13:39:18-04:00","41.005"
"2025-08-11T13:40:18-04:00","41.115"
"2025-08-11T13:41:18-04:00","41.199"
"2025-08-11T13:42:18-04:00","41.304"
"2025-08-11T13:43:18-04:00","41.398"
"2025-08-11T13:44:18-04:00","41.507"
"2025-08-11T13:45:18-04:00","41.612"
"2025-08-11T13:46:18-04:00","41.711"
"2025-08-11T13:47:18-04:00","41.801"
"2025-08-11T13:48:18-04:00","41.883"
"2025-08-11T13:49:18-04:00","41.974"
"2025-08-11T13:50:18-04:00","42.077"
"2025-08-11T13:51:18-04:00","42.165"
"2025-08-11T13:52:18-04:00","42.243"
"2025-08-11T13:53:18-04:00","42.339"
"2025-08-11T13:54:18-04:00","42.423"
"2025-08-11T13:55:18-04:00","42.517"
"2025-08-11T13:56:18-04:00","42.590"
"2025-08-11T13:57:18-04:00","42.708"
"2025-08-11T13:58:18-04:00","42.783"
"2025-08-11T13:59:18-04:00","42.875"
"2025-08-11T14:00:18-04:00","42.954"
"2025-08-11T14:01:18-04:00","43.055"
"2025-08-11T14:02:18-04:00","43.140"
"2025-08-11T14:03:18-04:00","43.233"
"2025-08-11T14:04:18-04:00","43.327"
"2025-08-11T14:05:18-04:00","43.422"
"2025-08-11T14:06:18-04:00","43.541"
"2025-08-11T14:07:18-04:00","43.633"
"2025-08-11T14:08:18-04:00","43.749"
"2025-08-11T14:09:18-04:00","43.840"
"2025-08-11T14:10:18-04:00","43.928"
"2025-08-11T14:11:18-04:00","44.008"
"2025-08-11T14:12:18-04:00","44.106"
"2025-08-11T14:13:18-04:00","44.188"
"2025-08-11T14:14:18-04:00","44.292"
"2025-08-11T14:15:18-04:00","44.367"
"2025-08-11T14:16:18-04:00","44.469"
"2025-08-11T14:17:18-04:00","44.584"
"2025-08-11T14:18:18-04:00","44.679"
"2025-08-11T14:19:18-04:00","44.772"
"2025-08-11T14:20:18-04:00","44.872"
"2025-08-11T14:21:18-04:00","44.978"
"2025-08-11T14:22:18-04:00","45.075"
"2025-08-11T14:23:18-04:00","45.183"
"2025-08-11T14:24:18-04:00","45.303"
"2025-08-11T14:25:18-04:00","45.388"
"2025-08-11T14:26:18-04:00","45.485"
"2025-08-11T14:27:18-04:00","45.582"
"2025-08-11T14:28:18-04:00","45.691"
"2025-08-11T14:29:18-04:00","45.773"
"2025-08-11T14:30:18-04:00","45.865"
"2025-08-11T14:31:18-04:00","45.966"
"2025-08-11T14:32:18-04:00","46.067"
"2025-08-11T14:33:18-04:00","46.175"
"2025-08-11T14:34:18-04:00","46.255"
"2025-08-11T14:35:18-04:00","46.384"
"2025-08-11T14:36:18-04:00","46.472"
"2025-08-11T14:37:18-04:00","46.556"
"2025-08-11T14:38:18-04:00","46.646"
"2025-08-11T14:39:18-04:00","46.739"
"2025-08-11T14:40:18-04:00","46.832"
"2025-08-11T14:41:18-04:00","46.929"
