"","Channel 1 Ave. (C)"
"2025-08-20T10:36:35-04:00","23.335"
"2025-08-20T10:37:35-04:00","23.449"
"2025-08-20T10:38:35-04:00","23.531"
"2025-08-20T10:39:35-04:00","23.681"
"2025-08-20T10:40:35-04:00","23.824"
"2025-08-20T10:41:35-04:00","23.896"
"2025-08-20T10:42:35-04:00","24.023"
"2025-08-20T10:43:35-04:00","23.994"
"2025-08-20T10:44:35-04:00","24.107"
"2025-08-20T10:45:35-04:00","24.267"
"2025-08-20T10:46:35-04:00","24.347"
"2025-08-20T10:47:35-04:00","24.383"
"2025-08-20T10:48:35-04:00","24.468"
"2025-08-20T10:49:35-04:00","24.625"
"2025-08-20T10:50:35-04:00","24.726"
"2025-08-20T10:51:35-04:00","24.793"
"2025-08-20T10:52:35-04:00","24.942"
"2025-08-20T10:53:35-04:00","25.045"
"2025-08-20T10:54:35-04:00","25.123"
"2025-08-20T10:55:35-04:00","25.184"
"2025-08-20T10:56:35-04:00","25.250"
"2025-08-20T10:57:35-04:00","25.457"
"2025-08-20T10:58:35-04:00","25.536"
"2025-08-20T10:59:35-04:00","25.676"
"2025-08-20T11:00:35-04:00","25.717"
"2025-08-20T11:01:35-04:00","25.869"
"2025-08-20T11:02:35-04:00","25.988"
"2025-08-20T11:03:35-04:00","26.094"
"2025-08-20T11:04:35-04:00","26.205"
"2025-08-20T11:05:35-04:00","26.203"
"2025-08-20T11:06:35-04:00","26.354"
"2025-08-20T11:07:35-04:00","26.492"
"2025-08-20T11:08:35-04:00","26.545"
"2025-08-20T11:09:35-04:00","26.601"
"2025-08-20T11:10:35-04:00","26.703"
"2025-08-20T11:11:35-04:00","26.894"
"2025-08-20T11:12:35-04:00","26.964"
"2025-08-20T11:13:35-04:00","27.027"
"2025-08-20T11:14:35-04:00","27.105"
"2025-08-20T11:15:35-04:00","27.064"
"2025-08-20T11:16:35-04:00","27.164"
"2025-08-20T11:17:35-04:00","27.250"
"2025-08-20T11:18:35-04:00","27.339"
"2025-08-20T11:19:35-04:00","27.463"
"2025-08-20T11:20:35-04:00","27.561"
"2025-08-20T11:21:35-04:00","27.662"
"2025-08-20T11:22:35-04:00","27.768"
"2025-08-20T11:23:35-04:00","27.880"
"2025-08-20T11:24:35-04:00","27.987"
"2025-08-20T11:25:35-04:00","28.085"
"2025-08-20T11:26:35-04:00","28.183"
"2025-08-20T11:27:35-04:00","28.279"
"2025-08-20T11:28:35-04:00","28.380"
"2025-08-20T11:29:35-04:00","28.479"
"2025-08-20T11:30:35-04:00","28.590"
"2025-08-20T11:31:35-04:00","28.675"
"2025-08-20T11:32:35-04:00","28.787"
"2025-08-20T11:33:35-04:00","28.889"
"2025-08-20T11:34:35-04:00","28.968"
"2025-08-20T11:35:35-04:00","29.046"
"2025-08-20T11:36:35-04:00","29.150"
"2025-08-20T11:37:35-04:00","29.235"
"2025-08-20T11:38:35-04:00","29.332"
"2025-08-20T11:39:35-04:00","29.436"
"2025-08-20T11:40:35-04:00","29.521"
"2025-08-20T11:41:35-04:00","29.627"
"2025-08-20T11:42:35-04:00","29.730"
"2025-08-20T11:43:35-04:00","29.814"
"2025-08-20T11:44:35-04:00","29.909"
"2025-08-20T11:45:35-04:00","29.995"
"2025-08-20T11:46:35-04:00","30.110"
"2025-08-20T11:47:35-04:00","30.211"
"2025-08-20T11:48:35-04:00","30.314"
"2025-08-20T11:49:35-04:00","30.405"
"2025-08-20T11:50:35-04:00","30.497"
"2025-08-20T11:51:35-04:00","30.613"
"2025-08-20T11:52:35-04:00","30.707"
"2025-08-20T11:53:35-04:00","30.817"
"2025-08-20T11:54:35-04:00","30.907"
"2025-08-20T11:55:35-04:00","31.003"
"2025-08-20T11:56:35-04:00","31.125"
"2025-08-20T11:57:35-04:00","31.222"
"2025-08-20T11:58:35-04:00","31.319"
"2025-08-20T11:59:35-04:00","31.416"
"2025-08-20T12:00:35-04:00","31.527"
"2025-08-20T12:01:35-04:00","31.629"
"2025-08-20T12:02:35-04:00","31.722"
"2025-08-20T12:03:35-04:00","31.839"
"2025-08-20T12:04:35-04:00","31.944"
"2025-08-20T12:05:35-04:00","32.066"
"2025-08-20T12:06:35-04:00","32.169"
"2025-08-20T12:07:35-04:00","32.256"
"2025-08-20T12:08:35-04:00","32.367"
"2025-08-20T12:09:35-04:00","32.449"
"2025-08-20T12:10:35-04:00","32.526"
"2025-08-20T12:11:35-04:00","32.625"
"2025-08-20T12:12:35-04:00","32.718"
"2025-08-20T12:13:35-04:00","32.803"
"2025-08-20T12:14:35-04:00","32.927"
"2025-08-20T12:15:35-04:00","33.004"
"2025-08-20T12:16:35-04:00","33.096"
"2025-08-20T12:17:35-04:00","33.195"
"2025-08-20T12:18:35-04:00","33.315"
"2025-08-20T12:19:35-04:00","33.428"
"2025-08-20T12:20:35-04:00","33.522"
"2025-08-20T12:21:35-04:00","33.631"
"2025-08-20T12:22:35-04:00","33.721"
"2025-08-20T12:23:35-04:00","33.823"
"2025-08-20T12:24:35-04:00","33.925"
"2025-08-20T12:25:35-04:00","34.017"
"2025-08-20T12:26:35-04:00","34.124"
"2025-08-20T12:27:35-04:00","34.227"
"2025-08-20T12:28:35-04:00","34.327"
"2025-08-20T12:29:35-04:00","34.422"
"2025-08-20T12:30:35-04:00","34.526"
"2025-08-20T12:31:35-04:00","34.649"
"2025-08-20T12:32:35-04:00","34.743"
"2025-08-20T12:33:35-04:00","34.842"
"2025-08-20T12:34:35-04:00","34.931"
"2025-08-20T12:35:35-04:00","35.036"
"2025-08-20T12:36:35-04:00","35.124"
"2025-08-20T12:37:35-04:00","35.209"
"2025-08-20T12:38:35-04:00","35.315"
"2025-08-20T12:39:35-04:00","35.413"
"2025-08-20T12:40:35-04:00","35.518"
"2025-08-20T12:41:35-04:00","35.623"
"2025-08-20T12:42:35-04:00","35.725"
"2025-08-20T12:43:35-04:00","35.802"
"2025-08-20T12:44:35-04:00","35.876"
"2025-08-20T12:45:35-04:00","35.992"
"2025-08-20T12:46:35-04:00","36.100"
"2025-08-20T12:47:35-04:00","36.194"
"2025-08-20T12:48:35-04:00","36.288"
"2025-08-20T12:49:35-04:00","36.408"
"2025-08-20T12:50:35-04:00","36.490"
"2025-08-20T12:51:35-04:00","36.603"
"2025-08-20T12:52:35-04:00","36.693"
"2025-08-20T12:53:35-04:00","36.804"
"2025-08-20T12:54:35-04:00","36.898"
"2025-08-20T12:55:35-04:00","36.999"
"2025-08-20T12:56:35-04:00","37.113"
"2025-08-20T12:57:35-04:00","37.213"
"2025-08-20T12:58:35-04:00","37.294"
"2025-08-20T12:59:35-04:00","37.382"
"2025-08-20T13:00:35-04:00","37.489"
"2025-08-20T13:01:35-04:00","37.586"
"2025-08-20T13:02:35-04:00","37.682"
"2025-08-20T13:03:35-04:00","37.775"
"2025-08-20T13:04:35-04:00","37.867"
"2025-08-20T13:05:35-04:00","37.983"
"2025-08-20T13:06:35-04:00","38.067"
"2025-08-20T13:07:35-04:00","38.159"
"2025-08-20T13:08:35-04:00","38.264"
"2025-08-20T13:09:35-04:00","38.364"
"2025-08-20T13:10:35-04:00","38.444"
"2025-08-20T13:11:35-04:00","38.550"
"2025-08-20T13:12:35-04:00","38.642"
"2025-08-20T13:13:35-04:00","38.737"
"2025-08-20T13:14:35-04:00","38.839"
"2025-08-20T13:15:35-04:00","38.927"
"2025-08-20T13:16:35-04:00","39.047"
"2025-08-20T13:17:35-04:00","39.130"
"2025-08-20T13:18:35-04:00","39.223"
"2025-08-20T13:19:35-04:00","39.303"
"2025-08-20T13:20:35-04:00","39.408"
"2025-08-20T13:21:35-04:00","39.502"
"2025-08-20T13:22:35-04:00","39.612"
"2025-08-20T13:23:35-04:00","39.719"
"2025-08-20T13:24:35-04:00","39.817"
"2025-08-20T13:25:35-04:00","39.904"
"2025-08-20T13:26:35-04:00","40.016"
"2025-08-20T13:27:35-04:00","40.103"
"2025-08-20T13:28:35-04:00","40.207"
"2025-08-20T13:29:35-04:00","40.299"
"2025-08-20T13:30:35-04:00","40.421"
"2025-08-20T13:31:35-04:00","40.527"
"2025-08-20T13:32:35-04:00","40.601"
"2025-08-20T13:33:35-04:00","40.690"
"2025-08-20T13:34:35-04:00","40.783"
"2025-08-20T13:35:35-04:00","40.897"
"2025-08-20T13:36:35-04:00","40.973"
"2025-08-20T13:37:35-04:00","41.074"
"2025-08-20T13:38:35-04:00","41.178"
"2025-08-20T13:39:35-04:00","41.269"
"2025-08-20T13:40:35-04:00","41.355"
"2025-08-20T13:41:35-04:00","41.442"
"2025-08-20T13:42:35-04:00","41.548"
"2025-08-20T13:43:35-04:00","41.627"
"2025-08-20T13:44:35-04:00","41.745"
"2025-08-20T13:45:35-04:00","41.821"
"2025-08-20T13:46:35-04:00","41.918"
"2025-08-20T13:47:35-04:00","42.016"
"2025-08-20T13:48:35-04:00","42.119"
"2025-08-20T13:49:35-04:00","42.216"
"2025-08-20T13:50:35-04:00","42.316"
"2025-08-20T13:51:35-04:00","42.408"
"2025-08-20T13:52:35-04:00","42.528"
"2025-08-20T13:53:35-04:00","42.627"
