"","Channel 1 Ave. (C)","Channel 2 Ave. (C)"
"2025-08-14T10:55:27-04:00","25.094","24.770"
"2025-08-14T10:56:27-04:00","25.240","24.882"
"2025-08-14T10:57:27-04:00","25.335","24.977"
"2025-08-14T10:58:27-04:00","25.432","25.079"
"2025-08-14T10:59:27-04:00","25.544","25.159"
"2025-08-14T11:00:27-04:00","25.628","25.253"
"2025-08-14T11:01:27-04:00","25.730","25.374"
"2025-08-14T11:02:27-04:00","25.825","25.443"
"2025-08-14T11:03:27-04:00","25.925","25.508"
"2025-08-14T11:04:27-04:00","26.022","25.674"
"2025-08-14T11:05:27-04:00","26.120","25.806"
"2025-08-14T11:06:27-04:00","26.218","25.898"
"2025-08-14T11:07:27-04:00","26.323","26.013"
"2025-08-14T11:08:27-04:00","26.438","26.118"
"2025-08-14T11:09:27-04:00","26.546","26.192"
"2025-08-14T11:10:27-04:00","26.649","26.219"
"2025-08-14T11:11:27-04:00","26.743","26.328"
"2025-08-14T11:12:27-04:00","26.847","26.449"
"2025-08-14T11:13:27-04:00","26.939","26.516"
"2025-08-14T11:14:27-04:00","27.045","26.629"
"2025-08-14T11:15:27-04:00","27.136","26.726"
"2025-08-14T11:16:27-04:00","27.234","26.829"
"2025-08-14T11:17:27-04:00","27.335","26.925"
"2025-08-14T11:18:27-04:00","27.434","27.034"
"2025-08-14T11:19:27-04:00","27.517","27.124"
"2025-08-14T11:20:27-04:00","27.611","27.222"
"2025-08-14T11:21:27-04:00","27.732","27.322"
"2025-08-14T11:22:27-04:00","27.836","27.431"
"2025-08-14T11:23:27-04:00","27.947","27.524"
"2025-08-14T11:24:27-04:00","28.040","27.618"
"2025-08-14T11:25:27-04:00","28.138","27.713"
"2025-08-14T11:26:27-04:00","28.244","27.844"
"2025-08-14T11:27:27-04:00","28.340","27.904"
"2025-08-14T11:28:27-04:00","28.439","28.035"
"2025-08-14T11:29:27-04:00","28.535","28.138"
"2025-08-14T11:30:27-04:00","28.634","28.251"
"2025-08-14T11:31:27-04:00","28.734","28.325"
"2025-08-14T11:32:27-04:00","28.832","28.424"
"2025-08-14T11:33:27-04:00","28.929","28.509"
"2025-08-14T11:34:27-04:00","29.000","28.613"
"2025-08-14T11:35:27-04:00","29.106","28.691"
"2025-08-14T11:36:27-04:00","29.203","28.795"
"2025-08-14T11:37:27-04:00","29.304","28.889"
"2025-08-14T11:38:27-04:00","29.238","28.982"
"2025-08-14T11:39:27-04:00","29.355","29.068"
"2025-08-14T11:40:27-04:00","29.439","29.161"
"2025-08-14T11:41:27-04:00","29.636","29.245"
"2025-08-14T11:42:27-04:00","29.735","29.357"
"2025-08-14T11:43:27-04:00","29.849","29.447"
"2025-08-14T11:44:27-04:00","29.959","29.572"
"2025-08-14T11:45:27-04:00","29.981","29.682"
"2025-08-14T11:46:27-04:00","30.181","29.784"
"2025-08-14T11:47:27-04:00","30.266","29.900"
"2025-08-14T11:48:27-04:00","30.433","29.992"
"2025-08-14T11:49:27-04:00","30.512","30.101"
"2025-08-14T11:50:27-04:00","30.583","30.202"
"2025-08-14T11:51:27-04:00","30.594","30.239"
"2025-08-14T11:52:27-04:00","30.715","30.383"
"2025-08-14T11:53:27-04:00","30.736","30.448"
"2025-08-14T11:54:27-04:00","30.984","30.546"
"2025-08-14T11:55:27-04:00","31.059","30.625"
"2025-08-14T11:56:27-04:00","31.146","30.688"
"2025-08-14T11:57:27-04:00","31.317","30.769"
"2025-08-14T11:58:27-04:00","31.397","30.899"
"2025-08-14T11:59:27-04:00","31.423","30.991"
"2025-08-14T12:00:27-04:00","31.505","31.120"
"2025-08-14T12:01:27-04:00","31.594","31.204"
"2025-08-14T12:02:27-04:00","31.715","31.267"
"2025-08-14T12:03:27-04:00","31.805","31.364"
"2025-08-14T12:04:27-04:00","31.804","31.465"
"2025-08-14T12:05:27-04:00","31.950","31.576"
"2025-08-14T12:06:27-04:00","31.997","31.665"
"2025-08-14T12:07:27-04:00","32.094","31.762"
"2025-08-14T12:08:27-04:00","32.199","31.875"
"2025-08-14T12:09:27-04:00","32.345","31.983"
"2025-08-14T12:10:27-04:00","32.502","32.073"
"2025-08-14T12:11:27-04:00","32.500","32.207"
"2025-08-14T12:12:27-04:00","32.578","32.349"
"2025-08-14T12:13:27-04:00","32.703","32.365"
"2025-08-14T12:14:27-04:00","32.895","32.468"
"2025-08-14T12:15:27-04:00","32.926","32.535"
"2025-08-14T12:16:27-04:00","33.073","32.631"
"2025-08-14T12:17:27-04:00","33.206","32.754"
"2025-08-14T12:18:27-04:00","33.284","32.857"
"2025-08-14T12:19:27-04:00","33.390","32.975"
"2025-08-14T12:20:27-04:00","33.528","33.085"
"2025-08-14T12:21:27-04:00","33.645","33.195"
"2025-08-14T12:22:27-04:00","33.800","33.296"
"2025-08-14T12:23:27-04:00","33.855","33.378"
"2025-08-14T12:24:27-04:00","33.887","33.464"
"2025-08-14T12:25:27-04:00","33.964","33.576"
"2025-08-14T12:26:27-04:00","34.078","33.682"
"2025-08-14T12:27:27-04:00","34.219","33.772"
"2025-08-14T12:28:27-04:00","34.381","33.878"
"2025-08-14T12:29:27-04:00","34.494","33.942"
"2025-08-14T12:30:27-04:00","34.549","34.020"
"2025-08-14T12:31:27-04:00","34.569","34.175"
"2025-08-14T12:32:27-04:00","34.692","34.259"
"2025-08-14T12:33:27-04:00","34.804","34.345"
"2025-08-14T12:34:27-04:00","34.936","34.464"
"2025-08-14T12:35:27-04:00","35.074","34.568"
"2025-08-14T12:36:27-04:00","35.146","34.624"
"2025-08-14T12:37:27-04:00","35.238","34.710"
"2025-08-14T12:38:27-04:00","35.316","34.821"
"2025-08-14T12:39:27-04:00","35.422","34.923"
"2025-08-14T12:40:27-04:00","35.480","34.999"
"2025-08-14T12:41:27-04:00","35.624","35.079"
"2025-08-14T12:42:27-04:00","35.727","35.124"
"2025-08-14T12:43:27-04:00","35.864","35.279"
"2025-08-14T12:44:27-04:00","36.007","35.365"
"2025-08-14T12:45:27-04:00","36.098","35.429"
"2025-08-14T12:46:27-04:00","36.166","35.482"
"2025-08-14T12:47:27-04:00","36.280","35.556"
"2025-08-14T12:48:27-04:00","36.436","35.649"
"2025-08-14T12:49:27-04:00","36.509","35.694"
"2025-08-14T12:50:27-04:00","36.633","35.785"
"2025-08-14T12:51:27-04:00","36.695","35.889"
"2025-08-14T12:52:27-04:00","36.786","36.000"
"2025-08-14T12:53:27-04:00","36.848","36.105"
"2025-08-14T12:54:27-04:00","36.917","36.210"
"2025-08-14T12:55:27-04:00","37.046","36.234"
"2025-08-14T12:56:27-04:00","37.149","36.287"
"2025-08-14T12:57:27-04:00","37.241","36.394"
"2025-08-14T12:58:27-04:00","37.302","36.504"
"2025-08-14T12:59:27-04:00","37.468","36.551"
"2025-08-14T13:00:27-04:00","37.520","36.759"
"2025-08-14T13:01:27-04:00","37.667","36.862"
"2025-08-14T13:02:27-04:00","37.761","36.943"
"2025-08-14T13:03:27-04:00","37.850","37.075"
"2025-08-14T13:04:27-04:00","37.933","37.153"
"2025-08-14T13:05:27-04:00","38.005","37.248"
"2025-08-14T13:06:27-04:00","38.162","37.332"
"2025-08-14T13:07:27-04:00","38.261","37.425"
"2025-08-14T13:08:27-04:00","38.339","37.491"
"2025-08-14T13:09:27-04:00","38.390","37.536"
"2025-08-14T13:10:27-04:00","38.525","37.672"
"2025-08-14T13:11:27-04:00","38.636","37.785"
"2025-08-14T13:12:27-04:00","38.730","37.840"
"2025-08-14T13:13:27-04:00","38.799","37.874"
"2025-08-14T13:14:27-04:00","38.937","37.976"
"2025-08-14T13:15:27-04:00","39.007","38.093"
"2025-08-14T13:16:27-04:00","39.099","38.141"
"2025-08-14T13:17:27-04:00","39.179","38.310"
"2025-08-14T13:18:27-04:00","39.281","38.386"
"2025-08-14T13:19:27-04:00","39.350","38.489"
"2025-08-14T13:20:27-04:00","39.440","38.605"
"2025-08-14T13:21:27-04:00","39.557","38.683"
"2025-08-14T13:22:27-04:00","39.647","38.782"
"2025-08-14T13:23:27-04:00","39.713","38.883"
"2025-08-14T13:24:27-04:00","39.807","39.042"
"2025-08-14T13:25:27-04:00","39.900","39.105"
"2025-08-14T13:26:27-04:00","40.028","39.184"
"2025-08-14T13:27:27-04:00","40.131","39.294"
"2025-08-14T13:28:27-04:00","40.227","39.404"
"2025-08-14T13:29:27-04:00","40.319","39.409"
"2025-08-14T13:30:27-04:00","40.401","39.498"
"2025-08-14T13:31:27-04:00","40.518","39.546"
"2025-08-14T13:32:27-04:00","40.608","39.678"
"2025-08-14T13:33:27-04:00","40.703","39.773"
"2025-08-14T13:34:27-04:00","40.794","39.889"
"2025-08-14T13:35:27-04:00","40.904","39.989"
"2025-08-14T13:36:27-04:00","41.009","40.085"
"2025-08-14T13:37:27-04:00","41.119","40.192"
"2025-08-14T13:38:27-04:00","41.224","40.266"
"2025-08-14T13:39:27-04:00","41.319","40.382"
"2025-08-14T13:40:27-04:00","41.418","40.475"
"2025-08-14T13:41:27-04:00","41.514","40.587"
"2025-08-14T13:42:27-04:00","41.606","40.676"
"2025-08-14T13:43:27-04:00","41.715","40.772"
"2025-08-14T13:44:27-04:00","41.802","40.863"
"2025-08-14T13:45:27-04:00","41.915","40.956"
"2025-08-14T13:46:27-04:00","42.027","41.058"
"2025-08-14T13:47:27-04:00","42.114","41.096"
"2025-08-14T13:48:27-04:00","42.176","41.217"
