"","Channel 1 Ave. (C)"
"2025-08-15T12:01:51-04:00","28.615"
"2025-08-15T12:02:51-04:00","28.730"
"2025-08-15T12:03:51-04:00","28.837"
"2025-08-15T12:04:51-04:00","28.931"
"2025-08-15T12:05:51-04:00","29.047"
"2025-08-15T12:06:51-04:00","29.127"
"2025-08-15T12:07:51-04:00","29.210"
"2025-08-15T12:08:51-04:00","29.292"
"2025-08-15T12:09:51-04:00","29.377"
"2025-08-15T12:10:51-04:00","29.484"
"2025-08-15T12:11:51-04:00","29.561"
"2025-08-15T12:12:51-04:00","29.641"
"2025-08-15T12:13:51-04:00","29.733"
"2025-08-15T12:14:51-04:00","29.799"
"2025-08-15T12:15:51-04:00","29.882"
"2025-08-15T12:16:51-04:00","29.963"
"2025-08-15T12:17:51-04:00","30.019"
"2025-08-15T12:18:51-04:00","30.157"
"2025-08-15T12:19:51-04:00","30.206"
"2025-08-15T12:20:51-04:00","30.327"
"2025-08-15T12:21:51-04:00","30.427"
"2025-08-15T12:22:51-04:00","30.528"
"2025-08-15T12:23:51-04:00","30.625"
"2025-08-15T12:24:51-04:00","30.729"
"2025-08-15T12:25:51-04:00","30.838"
"2025-08-15T12:26:51-04:00","30.963"
"2025-08-15T12:27:51-04:00","31.084"
"2025-08-15T12:28:51-04:00","31.208"
"2025-08-15T12:29:51-04:00","31.347"
"2025-08-15T12:30:51-04:00","31.434"
"2025-08-15T12:31:51-04:00","31.566"
"2025-08-15T12:32:51-04:00","31.675"
"2025-08-15T12:33:51-04:00","31.770"
"2025-08-15T12:34:51-04:00","31.883"
"2025-08-15T12:35:51-04:00","31.994"
"2025-08-15T12:36:51-04:00","32.099"
"2025-08-15T12:37:51-04:00","32.206"
"2025-08-15T12:38:51-04:00","32.311"
"2025-08-15T12:39:51-04:00","32.414"
"2025-08-15T12:40:51-04:00","32.511"
"2025-08-15T12:41:51-04:00","32.610"
"2025-08-15T12:42:51-04:00","32.717"
"2025-08-15T12:43:51-04:00","32.817"
"2025-08-15T12:44:51-04:00","32.925"
"2025-08-15T12:45:51-04:00","33.024"
"2025-08-15T12:46:51-04:00","33.120"
"2025-08-15T12:47:51-04:00","33.230"
"2025-08-15T12:48:51-04:00","33.326"
"2025-08-15T12:49:51-04:00","33.418"
"2025-08-15T12:50:51-04:00","33.520"
"2025-08-15T12:51:51-04:00","33.570"
"2025-08-15T12:52:51-04:00","33.724"
"2025-08-15T12:53:51-04:00","33.832"
"2025-08-15T12:54:51-04:00","33.920"
"2025-08-15T12:55:51-04:00","34.036"
"2025-08-15T12:56:51-04:00","34.136"
"2025-08-15T12:57:51-04:00","34.236"
"2025-08-15T12:58:51-04:00","34.324"
"2025-08-15T12:59:51-04:00","34.440"
"2025-08-15T13:00:51-04:00","34.514"
"2025-08-15T13:01:51-04:00","34.622"
"2025-08-15T13:02:51-04:00","34.721"
"2025-08-15T13:03:51-04:00","34.806"
"2025-08-15T13:04:51-04:00","34.893"
"2025-08-15T13:05:51-04:00","34.996"
"2025-08-15T13:06:51-04:00","35.076"
"2025-08-15T13:07:51-04:00","35.094"
"2025-08-15T13:08:51-04:00","35.218"
"2025-08-15T13:09:51-04:00","35.360"
"2025-08-15T13:10:51-04:00","35.462"
"2025-08-15T13:11:51-04:00","35.584"
"2025-08-15T13:12:51-04:00","35.670"
"2025-08-15T13:13:51-04:00","35.789"
"2025-08-15T13:14:51-04:00","35.889"
"2025-08-15T13:15:51-04:00","36.003"
"2025-08-15T13:16:51-04:00","36.097"
"2025-08-15T13:17:51-04:00","36.209"
"2025-08-15T13:18:51-04:00","36.310"
"2025-08-15T13:19:51-04:00","36.415"
"2025-08-15T13:20:51-04:00","36.526"
"2025-08-15T13:21:51-04:00","36.608"
"2025-08-15T13:22:51-04:00","36.721"
"2025-08-15T13:23:51-04:00","36.833"
"2025-08-15T13:24:51-04:00","36.920"
"2025-08-15T13:25:51-04:00","36.994"
"2025-08-15T13:26:51-04:00","37.147"
"2025-08-15T13:27:51-04:00","37.242"
"2025-08-15T13:28:51-04:00","37.346"
"2025-08-15T13:29:51-04:00","37.450"
"2025-08-15T13:30:51-04:00","37.532"
"2025-08-15T13:31:51-04:00","37.650"
"2025-08-15T13:32:51-04:00","37.743"
"2025-08-15T13:33:51-04:00","37.840"
"2025-08-15T13:34:51-04:00","37.938"
"2025-08-15T13:35:51-04:00","38.048"
"2025-08-15T13:36:51-04:00","38.142"
"2025-08-15T13:37:51-04:00","38.240"
"2025-08-15T13:38:51-04:00","38.308"
"2025-08-15T13:39:51-04:00","38.426"
"2025-08-15T13:40:51-04:00","38.510"
"2025-08-15T13:41:51-04:00","38.571"
"2025-08-15T13:42:51-04:00","38.675"
"2025-08-15T13:43:51-04:00","38.818"
"2025-08-15T13:44:51-04:00","38.920"
"2025-08-15T13:45:51-04:00","39.021"
"2025-08-15T13:46:51-04:00","39.112"
"2025-08-15T13:47:51-04:00","39.215"
"2025-08-15T13:48:51-04:00","39.304"
"2025-08-15T13:49:51-04:00","39.409"
"2025-08-15T13:50:51-04:00","39.521"
"2025-08-15T13:51:51-04:00","39.627"
"2025-08-15T13:52:51-04:00","39.721"
"2025-08-15T13:53:51-04:00","39.827"
"2025-08-15T13:54:51-04:00","39.919"
"2025-08-15T13:55:51-04:00","40.028"
"2025-08-15T13:56:51-04:00","40.132"
"2025-08-15T13:57:51-04:00","40.165"
"2025-08-15T13:58:51-04:00","40.277"
"2025-08-15T13:59:51-04:00","40.344"
"2025-08-15T14:00:51-04:00","40.474"
"2025-08-15T14:01:51-04:00","40.578"
"2025-08-15T14:02:51-04:00","40.658"
"2025-08-15T14:03:51-04:00","40.756"
"2025-08-15T14:04:51-04:00","40.849"
"2025-08-15T14:05:51-04:00","40.963"
"2025-08-15T14:06:51-04:00","41.044"
"2025-08-15T14:07:51-04:00","41.163"
"2025-08-15T14:08:51-04:00","41.242"
"2025-08-15T14:09:51-04:00","41.383"
"2025-08-15T14:10:51-04:00","41.488"
"2025-08-15T14:11:51-04:00","41.594"
"2025-08-15T14:12:51-04:00","41.690"
"2025-08-15T14:13:51-04:00","41.792"
"2025-08-15T14:14:51-04:00","41.891"
"2025-08-15T14:15:51-04:00","41.962"
