"","Channel 1 Ave. (C)","Channel 2 Ave. (C)"
"2025-08-12T12:01:42-04:00","28.088","27.922"
"2025-08-12T12:02:42-04:00","28.155","28.042"
"2025-08-12T12:03:42-04:00","28.254","28.197"
"2025-08-12T12:04:42-04:00","28.335","28.377"
"2025-08-12T12:05:42-04:00","28.443","28.311"
"2025-08-12T12:06:42-04:00","28.510","28.468"
"2025-08-12T12:07:42-04:00","28.637","28.324"
"2025-08-12T12:08:42-04:00","28.685","28.543"
"2025-08-12T12:09:42-04:00","28.805","28.693"
"2025-08-12T12:10:42-04:00","28.901","28.795"
"2025-08-12T12:11:42-04:00","28.937","28.911"
"2025-08-12T12:12:42-04:00","29.054","28.991"
"2025-08-12T12:13:42-04:00","29.156","29.027"
"2025-08-12T12:14:42-04:00","29.332","29.259"
"2025-08-12T12:15:42-04:00","29.332","29.266"
"2025-08-12T12:16:42-04:00","29.435","29.446"
"2025-08-12T12:17:42-04:00","29.542","29.501"
"2025-08-12T12:18:42-04:00","29.650","29.520"
"2025-08-12T12:19:42-04:00","29.734","29.664"
"2025-08-12T12:20:42-04:00","29.824","29.794"
"2025-08-12T12:21:42-04:00","29.946","29.753"
"2025-08-12T12:22:42-04:00","30.030","29.930"
"2025-08-12T12:23:42-04:00","30.142","29.990"
"2025-08-12T12:24:42-04:00","30.180","30.188"
"2025-08-12T12:25:42-04:00","30.322","30.350"
"2025-08-12T12:26:42-04:00","30.432","30.450"
"2025-08-12T12:27:42-04:00","30.500","30.375"
"2025-08-12T12:28:42-04:00","30.575","30.309"
"2025-08-12T12:29:42-04:00","30.675","30.661"
"2025-08-12T12:30:42-04:00","30.787","30.819"
"2025-08-12T12:31:42-04:00","30.813","30.842"
"2025-08-12T12:32:42-04:00","30.914","31.002"
"2025-08-12T12:33:42-04:00","31.053","31.068"
"2025-08-12T12:34:42-04:00","31.172","31.064"
"2025-08-12T12:35:42-04:00","31.277","31.197"
"2025-08-12T12:36:42-04:00","31.365","31.359"
"2025-08-12T12:37:42-04:00","31.461","31.276"
"2025-08-12T12:38:42-04:00","31.560","31.341"
"2025-08-12T12:39:42-04:00","31.615","31.519"
"2025-08-12T12:40:42-04:00","31.722","31.581"
"2025-08-12T12:41:42-04:00","31.841","31.809"
"2025-08-12T12:42:42-04:00","31.936","31.941"
"2025-08-12T12:43:42-04:00","32.018","31.922"
"2025-08-12T12:44:42-04:00","32.132","31.882"
"2025-08-12T12:45:42-04:00","32.173","32.078"
"2025-08-12T12:46:42-04:00","32.284","31.898"
"2025-08-12T12:47:42-04:00","32.306","32.310"
"2025-08-12T12:48:42-04:00","32.402","32.314"
"2025-08-12T12:49:42-04:00","32.554","32.284"
"2025-08-12T12:50:42-04:00","32.611","32.609"
"2025-08-12T12:51:42-04:00","32.768","32.547"
"2025-08-12T12:52:42-04:00","32.876","32.879"
"2025-08-12T12:53:42-04:00","32.954","32.882"
"2025-08-12T12:54:42-04:00","33.058","32.914"
"2025-08-12T12:55:42-04:00","33.145","32.979"
"2025-08-12T12:56:42-04:00","33.254","33.132"
"2025-08-12T12:57:42-04:00","33.350","33.188"
"2025-08-12T12:58:42-04:00","33.450","33.277"
"2025-08-12T12:59:42-04:00","33.537","33.339"
"2025-08-12T13:00:42-04:00","33.607","33.558"
"2025-08-12T13:01:42-04:00","33.629","33.609"
"2025-08-12T13:02:42-04:00","33.736","33.696"
"2025-08-12T13:03:42-04:00","33.883","33.892"
"2025-08-12T13:04:42-04:00","34.019","33.827"
"2025-08-12T13:05:42-04:00","34.133","33.977"
"2025-08-12T13:06:42-04:00","34.237","34.165"
"2025-08-12T13:07:42-04:00","34.338","34.174"
"2025-08-12T13:08:42-04:00","34.436","34.273"
"2025-08-12T13:09:42-04:00","34.523","34.358"
"2025-08-12T13:10:42-04:00","34.604","34.498"
"2025-08-12T13:11:42-04:00","34.710","34.538"
"2025-08-12T13:12:42-04:00","34.795","34.619"
"2025-08-12T13:13:42-04:00","34.872","34.748"
"2025-08-12T13:14:42-04:00","34.974","34.975"
"2025-08-12T13:15:42-04:00","35.080","35.050"
"2025-08-12T13:16:42-04:00","35.182","35.042"
"2025-08-12T13:17:42-04:00","35.269","35.163"
"2025-08-12T13:18:42-04:00","35.370","35.124"
"2025-08-12T13:19:42-04:00","35.431","35.229"
"2025-08-12T13:20:42-04:00","35.540","35.550"
"2025-08-12T13:21:42-04:00","35.598","35.588"
"2025-08-12T13:22:42-04:00","35.663","35.431"
"2025-08-12T13:23:42-04:00","35.754","35.624"
"2025-08-12T13:24:42-04:00","35.829","35.691"
"2025-08-12T13:25:42-04:00","35.929","35.773"
"2025-08-12T13:26:42-04:00","36.013","35.895"
"2025-08-12T13:27:42-04:00","36.104","35.996"
"2025-08-12T13:28:42-04:00","36.190","36.039"
"2025-08-12T13:29:42-04:00","36.275","36.252"
"2025-08-12T13:30:42-04:00","36.382","36.258"
"2025-08-12T13:31:42-04:00","36.487","36.365"
"2025-08-12T13:32:42-04:00","36.564","36.544"
"2025-08-12T13:33:42-04:00","36.661","36.672"
"2025-08-12T13:34:42-04:00","36.724","36.530"
"2025-08-12T13:35:42-04:00","36.809","36.716"
"2025-08-12T13:36:42-04:00","36.878","36.811"
"2025-08-12T13:37:42-04:00","36.938","36.817"
"2025-08-12T13:38:42-04:00","37.008","37.029"
"2025-08-12T13:39:42-04:00","37.071","37.060"
"2025-08-12T13:40:42-04:00","37.163","37.207"
"2025-08-12T13:41:42-04:00","37.300","37.169"
"2025-08-12T13:42:42-04:00","37.369","37.330"
"2025-08-12T13:43:42-04:00","37.508","37.394"
"2025-08-12T13:44:42-04:00","37.634","37.610"
"2025-08-12T13:45:42-04:00","37.764","37.609"
"2025-08-12T13:46:42-04:00","37.887","37.902"
"2025-08-12T13:47:42-04:00","38.027","38.021"
"2025-08-12T13:48:42-04:00","38.148","37.872"
"2025-08-12T13:49:42-04:00","38.260","38.191"
"2025-08-12T13:50:42-04:00","38.381","38.236"
"2025-08-12T13:51:42-04:00","38.417","38.249"
"2025-08-12T13:52:42-04:00","38.547","38.529"
"2025-08-12T13:53:42-04:00","38.687","38.465"
"2025-08-12T13:54:42-04:00","38.799","38.529"
"2025-08-12T13:55:42-04:00","38.918","38.667"
"2025-08-12T13:56:42-04:00","38.979","38.855"
"2025-08-12T13:57:42-04:00","39.063","39.052"
"2025-08-12T13:58:42-04:00","39.208","39.145"
"2025-08-12T13:59:42-04:00","39.314","39.226"
"2025-08-12T14:00:42-04:00","39.410","39.212"
"2025-08-12T14:01:42-04:00","39.497","39.478"
"2025-08-12T14:02:42-04:00","39.650","39.480"
"2025-08-12T14:03:42-04:00","39.714","39.608"
"2025-08-12T14:04:42-04:00","39.801","39.686"
"2025-08-12T14:05:42-04:00","39.899","39.743"
"2025-08-12T14:06:42-04:00","40.000","39.860"
"2025-08-12T14:07:42-04:00","40.084","40.010"
"2025-08-12T14:08:42-04:00","40.111","40.082"
"2025-08-12T14:09:42-04:00","40.233","39.986"
"2025-08-12T14:10:42-04:00","40.340","39.984"
"2025-08-12T14:11:42-04:00","40.433","40.226"
"2025-08-12T14:12:42-04:00","40.526","40.500"
"2025-08-12T14:13:42-04:00","40.623","40.297"
"2025-08-12T14:14:42-04:00","40.742","40.600"
