,Channel 1 Ave. (C),Channel 2 Ave. (C)
2025-08-19T09:47:23-04:00,22.254,22.254
2025-08-19T09:48:23-04:00,22.344,22.344
2025-08-19T09:49:23-04:00,22.446,22.446
2025-08-19T09:50:23-04:00,22.554,22.554
2025-08-19T09:51:23-04:00,22.646,22.646
2025-08-19T09:52:23-04:00,22.75,22.75
2025-08-19T09:53:23-04:00,22.853,22.853
2025-08-19T09:54:23-04:00,22.949,22.949
2025-08-19T09:55:23-04:00,23.05,23.05
2025-08-19T09:56:23-04:00,23.15,23.15
2025-08-19T09:57:23-04:00,23.251,23.251
2025-08-19T09:58:23-04:00,23.341,23.341
2025-08-19T09:59:23-04:00,23.436,23.436
2025-08-19T10:00:23-04:00,23.542,23.542
2025-08-19T10:01:23-04:00,23.644,23.644
2025-08-19T10:02:23-04:00,23.737,23.737
2025-08-19T10:03:23-04:00,23.834,23.834
2025-08-19T10:04:23-04:00,23.932,23.932
2025-08-19T10:05:23-04:00,24.033,24.033
2025-08-19T10:06:23-04:00,24.126,24.126
2025-08-19T10:07:23-04:00,24.223,24.223
2025-08-19T10:08:23-04:00,24.324,24.324
2025-08-19T10:09:23-04:00,24.416,24.416
2025-08-19T10:10:23-04:00,24.514,24.514
2025-08-19T10:11:23-04:00,24.608,24.608
2025-08-19T10:12:23-04:00,24.707,24.707
2025-08-19T10:13:23-04:00,24.811,24.811
2025-08-19T10:14:23-04:00,24.895,24.895
2025-08-19T10:15:23-04:00,24.987,24.987
2025-08-19T10:16:23-04:00,25.083,25.083
2025-08-19T10:17:23-04:00,25.176,25.176
2025-08-19T10:18:23-04:00,25.27,25.27
2025-08-19T10:19:23-04:00,25.357,25.357
2025-08-19T10:20:23-04:00,25.447,25.447
2025-08-19T10:21:23-04:00,25.544,25.544
2025-08-19T10:22:23-04:00,25.647,25.647
2025-08-19T10:23:23-04:00,25.738,25.738
2025-08-19T10:24:23-04:00,25.829,25.829
2025-08-19T10:25:23-04:00,25.928,25.928
2025-08-19T10:26:23-04:00,26.029,26.029
2025-08-19T10:27:23-04:00,26.127,26.127
2025-08-19T10:28:23-04:00,26.228,26.228
2025-08-19T10:29:23-04:00,26.332,26.332
2025-08-19T10:30:23-04:00,26.423,26.423
2025-08-19T10:31:23-04:00,26.525,26.525
2025-08-19T10:32:23-04:00,26.628,26.628
2025-08-19T10:33:23-04:00,26.724,26.724
2025-08-19T10:34:23-04:00,26.822,26.822
2025-08-19T10:35:23-04:00,26.925,26.925
2025-08-19T10:36:23-04:00,27.024,27.024
2025-08-19T10:37:23-04:00,27.117,27.117
2025-08-19T10:38:23-04:00,27.214,27.214
2025-08-19T10:39:23-04:00,27.33,27.33
2025-08-19T10:40:23-04:00,27.429,27.429
2025-08-19T10:41:23-04:00,27.532,27.532
2025-08-19T10:42:23-04:00,27.627,27.627
2025-08-19T10:43:23-04:00,27.732,27.732
2025-08-19T10:44:23-04:00,27.832,27.832
2025-08-19T10:45:23-04:00,27.928,27.928
2025-08-19T10:46:23-04:00,28.024,28.024
2025-08-19T10:47:23-04:00,28.125,28.125
2025-08-19T10:48:23-04:00,28.227,28.227
2025-08-19T10:49:23-04:00,28.326,28.326
2025-08-19T10:50:23-04:00,28.427,28.427
2025-08-19T10:51:23-04:00,28.523,28.523
2025-08-19T10:52:23-04:00,28.617,28.617
2025-08-19T10:53:23-04:00,28.713,28.713
2025-08-19T10:54:23-04:00,28.812,28.812
2025-08-19T10:55:23-04:00,28.921,28.921
2025-08-19T10:56:23-04:00,29.022,29.022
2025-08-19T10:57:23-04:00,29.111,29.111
2025-08-19T10:58:23-04:00,29.204,29.204
2025-08-19T10:59:23-04:00,29.296,29.296
2025-08-19T11:00:23-04:00,29.39,29.39
2025-08-19T11:01:23-04:00,29.488,29.488
2025-08-19T11:02:23-04:00,29.579,29.579
2025-08-19T11:03:23-04:00,29.679,29.679
2025-08-19T11:04:23-04:00,29.782,29.782
2025-08-19T11:05:23-04:00,29.887,29.887
2025-08-19T11:06:23-04:00,29.981,29.981
2025-08-19T11:07:23-04:00,30.084,30.084
2025-08-19T11:08:23-04:00,30.184,30.184
2025-08-19T11:09:23-04:00,30.277,30.277
2025-08-19T11:10:23-04:00,30.375,30.375
2025-08-19T11:11:23-04:00,30.473,30.473
2025-08-19T11:12:23-04:00,30.582,30.582
2025-08-19T11:13:23-04:00,30.679,30.679
2025-08-19T11:14:23-04:00,30.781,30.781
2025-08-19T11:15:23-04:00,30.883,30.883
2025-08-19T11:16:23-04:00,30.974,30.974
2025-08-19T11:17:23-04:00,31.066,31.066
2025-08-19T11:18:23-04:00,31.167,31.167
2025-08-19T11:19:23-04:00,31.268,31.268
2025-08-19T11:20:23-04:00,31.375,31.375
2025-08-19T11:21:23-04:00,31.465,31.465
2025-08-19T11:22:23-04:00,31.556,31.556
2025-08-19T11:23:23-04:00,31.65,31.65
2025-08-19T11:24:23-04:00,31.741,31.741
2025-08-19T11:25:23-04:00,31.835,31.835
2025-08-19T11:26:23-04:00,31.938,31.938
2025-08-19T11:27:23-04:00,32.033,32.033
2025-08-19T11:28:23-04:00,32.142,32.142
2025-08-19T11:29:23-04:00,32.238,32.238
2025-08-19T11:30:23-04:00,32.334,32.334
2025-08-19T11:31:23-04:00,32.429,32.429
2025-08-19T11:32:23-04:00,32.521,32.521
2025-08-19T11:33:23-04:00,32.605,32.605
2025-08-19T11:34:23-04:00,32.7,32.7
2025-08-19T11:35:23-04:00,32.8,32.8
2025-08-19T11:36:23-04:00,32.896,32.896
2025-08-19T11:37:23-04:00,32.991,32.991
2025-08-19T11:38:23-04:00,33.084,33.084
2025-08-19T11:39:23-04:00,33.181,33.181
2025-08-19T11:40:23-04:00,33.285,33.285
2025-08-19T11:41:23-04:00,33.379,33.379
2025-08-19T11:42:23-04:00,33.489,33.489
2025-08-19T11:43:23-04:00,33.583,33.583
2025-08-19T11:44:23-04:00,33.679,33.679
2025-08-19T11:45:23-04:00,33.767,33.767
2025-08-19T11:46:23-04:00,33.858,33.858
2025-08-19T11:47:23-04:00,33.953,33.953
2025-08-19T11:48:23-04:00,34.048,34.048
2025-08-19T11:49:23-04:00,34.143,34.143
2025-08-19T11:50:23-04:00,34.242,34.242
2025-08-19T11:51:23-04:00,34.34,34.34
2025-08-19T11:52:23-04:00,34.434,34.434
2025-08-19T11:53:23-04:00,34.532,34.532
2025-08-19T11:54:23-04:00,34.629,34.629
2025-08-19T11:55:23-04:00,34.73,34.73
2025-08-19T11:56:23-04:00,34.823,34.823
2025-08-19T11:57:23-04:00,34.911,34.911
2025-08-19T11:58:23-04:00,35.009,35.009
2025-08-19T11:59:23-04:00,35.117,35.117
2025-08-19T12:00:23-04:00,35.211,35.211
2025-08-19T12:01:23-04:00,35.31,35.31
2025-08-19T12:02:23-04:00,35.409,35.409
2025-08-19T12:03:23-04:00,35.503,35.503
2025-08-19T12:04:23-04:00,35.599,35.599
2025-08-19T12:05:23-04:00,35.691,35.691
2025-08-19T12:06:23-04:00,35.781,35.781
2025-08-19T12:07:23-04:00,35.879,35.879
2025-08-19T12:08:23-04:00,35.971,35.971
2025-08-19T12:09:23-04:00,36.065,36.065
2025-08-19T12:10:23-04:00,36.169,36.169
2025-08-19T12:11:23-04:00,36.267,36.267
2025-08-19T12:12:23-04:00,36.358,36.358
2025-08-19T12:13:23-04:00,36.448,36.448
2025-08-19T12:14:23-04:00,36.55,36.55
2025-08-19T12:15:23-04:00,36.643,36.643
2025-08-19T12:16:23-04:00,36.734,36.734
2025-08-19T12:17:23-04:00,36.84,36.84
2025-08-19T12:18:23-04:00,36.931,36.931
2025-08-19T12:19:23-04:00,37.024,37.024
2025-08-19T12:20:23-04:00,37.122,37.122
2025-08-19T12:21:23-04:00,37.211,37.211
2025-08-19T12:22:23-04:00,37.311,37.311
2025-08-19T12:23:23-04:00,37.403,37.403
2025-08-19T12:24:23-04:00,37.501,37.501
2025-08-19T12:25:23-04:00,37.605,37.605
2025-08-19T12:26:23-04:00,37.7,37.7
2025-08-19T12:27:23-04:00,37.792,37.792
2025-08-19T12:28:23-04:00,37.884,37.884
2025-08-19T12:29:23-04:00,37.976,37.976
2025-08-19T12:30:23-04:00,38.063,38.063
2025-08-19T12:31:23-04:00,38.153,38.153
2025-08-19T12:32:23-04:00,38.246,38.246
2025-08-19T12:33:23-04:00,38.338,38.338
2025-08-19T12:34:23-04:00,38.427,38.427
2025-08-19T12:35:23-04:00,38.523,38.523
2025-08-19T12:36:23-04:00,38.619,38.619
2025-08-19T12:37:23-04:00,38.728,38.728
2025-08-19T12:38:23-04:00,38.824,38.824
2025-08-19T12:39:23-04:00,38.919,38.919
2025-08-19T12:40:23-04:00,39,39
2025-08-19T12:41:23-04:00,39.099,39.099
2025-08-19T12:42:23-04:00,39.191,39.191
2025-08-19T12:43:23-04:00,39.286,39.286
2025-08-19T12:44:23-04:00,39.383,39.383
2025-08-19T12:45:23-04:00,39.48,39.48
2025-08-19T12:46:23-04:00,39.577,39.577
2025-08-19T12:47:23-04:00,39.671,39.671
2025-08-19T12:48:23-04:00,39.765,39.765
2025-08-19T12:49:23-04:00,39.864,39.864
2025-08-19T12:50:23-04:00,39.952,39.952
2025-08-19T12:51:23-04:00,40.045,40.045
2025-08-19T12:52:23-04:00,40.133,40.133
2025-08-19T12:53:23-04:00,40.223,40.223
2025-08-19T12:54:23-04:00,40.32,40.32
2025-08-19T12:55:23-04:00,40.411,40.411
2025-08-19T12:56:23-04:00,40.497,40.497
2025-08-19T12:57:23-04:00,40.589,40.589
2025-08-19T12:58:23-04:00,40.678,40.678
2025-08-19T12:59:23-04:00,40.778,40.778
2025-08-19T13:00:23-04:00,40.877,40.877
2025-08-19T13:01:23-04:00,40.977,40.977
2025-08-19T13:02:23-04:00,41.072,41.072
2025-08-19T13:03:23-04:00,41.16,41.16
2025-08-19T13:04:23-04:00,41.247,41.247
2025-08-19T13:05:23-04:00,41.349,41.349
2025-08-19T13:06:23-04:00,41.447,41.447
2025-08-19T13:07:23-04:00,41.543,41.543
2025-08-19T13:08:23-04:00,41.637,41.637
2025-08-19T13:09:23-04:00,41.728,41.728
2025-08-19T13:10:23-04:00,41.815,41.815
2025-08-19T13:11:23-04:00,41.91,41.91
2025-08-19T13:12:23-04:00,42,42
2025-08-19T13:13:23-04:00,42.104,42.104
2025-08-19T13:14:23-04:00,42.192,42.192
2025-08-19T13:15:23-04:00,42.285,42.285
2025-08-19T13:16:23-04:00,42.389,42.389
